pattern,k,frequency,expected occurrences,percentage
1o2q,4,1,0.0003816793893129771,0.03816793893129771
3o1,3,1,0.0003816793893129771,0.03816793893129771
3o1o,4,1,0.0003816793893129771,0.03816793893129771
aotr,4,1,0.0003816793893129771,0.03816793893129771
5na,3,1,0.0003816793893129771,0.03816793893129771
o1nr,4,1,0.0003816793893129771,0.03816793893129771
oonq,4,2,0.0007633587786259542,0.07633587786259542
1sqt,4,6,0.0022900763358778627,0.22900763358778628
5ttn,4,1,0.0003816793893129771,0.03816793893129771
o33,3,2,0.0007633587786259542,0.07633587786259542
to33,4,1,0.0003816793893129771,0.03816793893129771
str,3,2,0.0007633587786259542,0.07633587786259542
1str,4,1,0.0003816793893129771,0.03816793893129771
strn,4,2,0.0007633587786259542,0.07633587786259542
2oso,4,1,0.0003816793893129771,0.03816793893129771
2ntt,4,2,0.0007633587786259542,0.07633587786259542
onao,4,3,0.0011450381679389313,0.11450381679389314
too7,4,1,0.0003816793893129771,0.03816793893129771
tnn2,4,2,0.0007633587786259542,0.07633587786259542
15o,3,1,0.0003816793893129771,0.03816793893129771
o2tr,4,1,0.0003816793893129771,0.03816793893129771
1toa,4,1,0.0003816793893129771,0.03816793893129771
so7,3,1,0.0003816793893129771,0.03816793893129771
o7t,3,1,0.0003816793893129771,0.03816793893129771
oso7,4,1,0.0003816793893129771,0.03816793893129771
so7t,4,1,0.0003816793893129771,0.03816793893129771
not2,4,1,0.0003816793893129771,0.03816793893129771
2nts,4,2,0.0007633587786259542,0.07633587786259542
1nos,4,5,0.0019083969465648854,0.19083969465648853
nosr,4,3,0.0011450381679389313,0.11450381679389314
ntsn,4,2,0.0007633587786259542,0.07633587786259542
2osn,4,1,0.0003816793893129771,0.03816793893129771
3qtr,4,2,0.0007633587786259542,0.07633587786259542
2otr,4,9,0.003435114503816794,0.3435114503816794
33q,3,1,0.0003816793893129771,0.03816793893129771
o33q,4,1,0.0003816793893129771,0.03816793893129771
33qt,4,1,0.0003816793893129771,0.03816793893129771
tts,3,1,0.0003816793893129771,0.03816793893129771
3tts,4,1,0.0003816793893129771,0.03816793893129771
ttso,4,1,0.0003816793893129771,0.03816793893129771
2tn2,4,1,0.0003816793893129771,0.03816793893129771
2ntq,4,1,0.0003816793893129771,0.03816793893129771
snnr,4,1,0.0003816793893129771,0.03816793893129771
3toq,4,1,0.0003816793893129771,0.03816793893129771
1ttr,4,2,0.0007633587786259542,0.07633587786259542
12ot,4,1,0.0003816793893129771,0.03816793893129771
ss,2,2,0.0007633587786259542,0.03816793893129771
tss,3,1,0.0003816793893129771,0.03816793893129771
sss,3,1,0.0003816793893129771,0.03816793893129771
ssn,3,1,0.0003816793893129771,0.03816793893129771
1tss,4,1,0.0003816793893129771,0.03816793893129771
tsss,4,1,0.0003816793893129771,0.03816793893129771
sssn,4,1,0.0003816793893129771,0.03816793893129771
s3t,3,1,0.0003816793893129771,0.03816793893129771
1t1,3,2,0.0007633587786259542,0.07633587786259542
1t1o,4,1,0.0003816793893129771,0.03816793893129771
2osr,4,1,0.0003816793893129771,0.03816793893129771
4q,2,1,0.0003816793893129771,0.03816793893129771
o4q,3,1,0.0003816793893129771,0.03816793893129771
4qt,3,1,0.0003816793893129771,0.03816793893129771
noo4,4,2,0.0007633587786259542,0.07633587786259542
oo4q,4,1,0.0003816793893129771,0.03816793893129771
o4qt,4,1,0.0003816793893129771,0.03816793893129771
ont2,4,2,0.0007633587786259542,0.07633587786259542
3tos,4,2,0.0007633587786259542,0.07633587786259542
n1sn,4,1,0.0003816793893129771,0.03816793893129771
4o3,3,1,0.0003816793893129771,0.03816793893129771
o4o3,4,1,0.0003816793893129771,0.03816793893129771
4o3t,4,1,0.0003816793893129771,0.03816793893129771
1o1,3,3,0.0011450381679389313,0.11450381679389314
t1o1,4,1,0.0003816793893129771,0.03816793893129771
1o1o,4,1,0.0003816793893129771,0.03816793893129771
3onr,4,1,0.0003816793893129771,0.03816793893129771
soo2,4,1,0.0003816793893129771,0.03816793893129771
3s,2,1,0.0003816793893129771,0.03816793893129771
3sr,3,1,0.0003816793893129771,0.03816793893129771
3srn,4,1,0.0003816793893129771,0.03816793893129771
11o,3,1,0.0003816793893129771,0.03816793893129771
aaor,4,1,0.0003816793893129771,0.03816793893129771
1nn5,4,1,0.0003816793893129771,0.03816793893129771
nn5r,4,1,0.0003816793893129771,0.03816793893129771
n5rn,4,1,0.0003816793893129771,0.03816793893129771
qtns,4,1,0.0003816793893129771,0.03816793893129771
t1so,4,1,0.0003816793893129771,0.03816793893129771
1tto,4,5,0.0019083969465648854,0.19083969465648853
qto2,4,1,0.0003816793893129771,0.03816793893129771
1s1,3,1,0.0003816793893129771,0.03816793893129771
qtoq,4,1,0.0003816793893129771,0.03816793893129771
nsot,4,2,0.0007633587786259542,0.07633587786259542
tto1,4,1,0.0003816793893129771,0.03816793893129771
24n,3,1,0.0003816793893129771,0.03816793893129771
24no,4,1,0.0003816793893129771,0.03816793893129771
4noq,4,1,0.0003816793893129771,0.03816793893129771
s4,2,1,0.0003816793893129771,0.03816793893129771
1s4,3,1,0.0003816793893129771,0.03816793893129771
s4n,3,1,0.0003816793893129771,0.03816793893129771
4nn,3,2,0.0007633587786259542,0.07633587786259542
1o4n,4,1,0.0003816793893129771,0.03816793893129771
o4nn,4,1,0.0003816793893129771,0.03816793893129771
4nns,4,1,0.0003816793893129771,0.03816793893129771
1o2o,4,1,0.0003816793893129771,0.03816793893129771
3t1o,4,1,0.0003816793893129771,0.03816793893129771
2qt3,4,1,0.0003816793893129771,0.03816793893129771
4nt,3,1,0.0003816793893129771,0.03816793893129771
14nt,4,1,0.0003816793893129771,0.03816793893129771
4nto,4,1,0.0003816793893129771,0.03816793893129771
1o2n,4,1,0.0003816793893129771,0.03816793893129771
o2no,4,1,0.0003816793893129771,0.03816793893129771
2tar,4,2,0.0007633587786259542,0.07633587786259542
tooq,4,1,0.0003816793893129771,0.03816793893129771
ts3,3,1,0.0003816793893129771,0.03816793893129771
ts3o,4,1,0.0003816793893129771,0.03816793893129771
n1nt,4,1,0.0003816793893129771,0.03816793893129771
1nta,4,1,0.0003816793893129771,0.03816793893129771
ntao,4,1,0.0003816793893129771,0.03816793893129771
1onq,4,1,0.0003816793893129771,0.03816793893129771
1s2o,4,1,0.0003816793893129771,0.03816793893129771
s2o2,4,1,0.0003816793893129771,0.03816793893129771
nrn1,4,1,0.0003816793893129771,0.03816793893129771
2tso,4,2,0.0007633587786259542,0.07633587786259542
2on2,4,2,0.0007633587786259542,0.07633587786259542
no2q,4,2,0.0007633587786259542,0.07633587786259542
2tsn,4,3,0.0011450381679389313,0.11450381679389314
3qtq,4,1,0.0003816793893129771,0.03816793893129771
3otq,4,1,0.0003816793893129771,0.03816793893129771
51,2,1,0.0003816793893129771,0.03816793893129771
51n,3,1,0.0003816793893129771,0.03816793893129771
tsno,4,4,0.0015267175572519084,0.15267175572519084
ont1,4,1,0.0003816793893129771,0.03816793893129771
nt1o,4,1,0.0003816793893129771,0.03816793893129771
1n1o,4,1,0.0003816793893129771,0.03816793893129771
2t3,3,2,0.0007633587786259542,0.07633587786259542
2t3o,4,1,0.0003816793893129771,0.03816793893129771
t3on,4,1,0.0003816793893129771,0.03816793893129771
ootq,4,1,0.0003816793893129771,0.03816793893129771
noso,4,1,0.0003816793893129771,0.03816793893129771
3qts,4,1,0.0003816793893129771,0.03816793893129771
tsoq,4,1,0.0003816793893129771,0.03816793893129771
1ons,4,2,0.0007633587786259542,0.07633587786259542
osoq,4,1,0.0003816793893129771,0.03816793893129771
3nor,4,1,0.0003816793893129771,0.03816793893129771
nost,4,1,0.0003816793893129771,0.03816793893129771
2st,3,1,0.0003816793893129771,0.03816793893129771
2str,4,1,0.0003816793893129771,0.03816793893129771
2t3n,4,1,0.0003816793893129771,0.03816793893129771
t3nt,4,1,0.0003816793893129771,0.03816793893129771
3qtt,4,3,0.0011450381679389313,0.11450381679389314
tat,3,1,0.0003816793893129771,0.03816793893129771
osor,4,1,0.0003816793893129771,0.03816793893129771
1noq,4,1,0.0003816793893129771,0.03816793893129771
2n1,3,1,0.0003816793893129771,0.03816793893129771
n1os,4,1,0.0003816793893129771,0.03816793893129771
1qtq,4,1,0.0003816793893129771,0.03816793893129771
qts2,4,1,0.0003816793893129771,0.03816793893129771
to1n,4,1,0.0003816793893129771,0.03816793893129771
1oar,4,1,0.0003816793893129771,0.03816793893129771
nnan,4,1,0.0003816793893129771,0.03816793893129771
2no1,4,1,0.0003816793893129771,0.03816793893129771
no1o,4,1,0.0003816793893129771,0.03816793893129771
t1or,4,1,0.0003816793893129771,0.03816793893129771
rnos,4,1,0.0003816793893129771,0.03816793893129771
trna,4,1,0.0003816793893129771,0.03816793893129771
n3n,3,1,0.0003816793893129771,0.03816793893129771
o1to,4,1,0.0003816793893129771,0.03816793893129771
so1,3,1,0.0003816793893129771,0.03816793893129771
1so1,4,1,0.0003816793893129771,0.03816793893129771
so1o,4,1,0.0003816793893129771,0.03816793893129771
21ot,4,1,0.0003816793893129771,0.03816793893129771
rn4,3,1,0.0003816793893129771,0.03816793893129771
orn4,4,1,0.0003816793893129771,0.03816793893129771
rn4o,4,1,0.0003816793893129771,0.03816793893129771
1tnt,4,1,0.0003816793893129771,0.03816793893129771
taq,3,2,0.0007633587786259542,0.07633587786259542
2taq,4,2,0.0007633587786259542,0.07633587786259542
taqt,4,2,0.0007633587786259542,0.07633587786259542
o2ot,4,1,0.0003816793893129771,0.03816793893129771
ono1,4,1,0.0003816793893129771,0.03816793893129771
ono3,4,1,0.0003816793893129771,0.03816793893129771
o3tn,4,1,0.0003816793893129771,0.03816793893129771
2ots,4,1,0.0003816793893129771,0.03816793893129771
otsr,4,1,0.0003816793893129771,0.03816793893129771
1oo5,4,1,0.0003816793893129771,0.03816793893129771
1aoa,4,1,0.0003816793893129771,0.03816793893129771
aoan,4,1,0.0003816793893129771,0.03816793893129771
sqtn,4,2,0.0007633587786259542,0.07633587786259542
1ttq,4,1,0.0003816793893129771,0.03816793893129771
3nnt,4,1,0.0003816793893129771,0.03816793893129771
nntr,4,1,0.0003816793893129771,0.03816793893129771
1t1t,4,1,0.0003816793893129771,0.03816793893129771
t1tr,4,1,0.0003816793893129771,0.03816793893129771
oot2,4,2,0.0007633587786259542,0.07633587786259542
1oo2,4,2,0.0007633587786259542,0.07633587786259542
3non,4,1,0.0003816793893129771,0.03816793893129771
14no,4,1,0.0003816793893129771,0.03816793893129771
4noo,4,1,0.0003816793893129771,0.03816793893129771
o3oo,4,3,0.0011450381679389313,0.11450381679389314
1ona,4,1,0.0003816793893129771,0.03816793893129771
too3,4,1,0.0003816793893129771,0.03816793893129771
oo3o,4,1,0.0003816793893129771,0.03816793893129771
sqtr,4,1,0.0003816793893129771,0.03816793893129771
on5,3,1,0.0003816793893129771,0.03816793893129771
so2,3,1,0.0003816793893129771,0.03816793893129771
1so2,4,1,0.0003816793893129771,0.03816793893129771
so2o,4,1,0.0003816793893129771,0.03816793893129771
nn1n,4,1,0.0003816793893129771,0.03816793893129771
14nn,4,1,0.0003816793893129771,0.03816793893129771
4nno,4,1,0.0003816793893129771,0.03816793893129771
sqtt,4,1,0.0003816793893129771,0.03816793893129771
rnnq,4,1,0.0003816793893129771,0.03816793893129771
t3t,3,2,0.0007633587786259542,0.07633587786259542
soos,4,1,0.0003816793893129771,0.03816793893129771
snot,4,1,0.0003816793893129771,0.03816793893129771
otna,4,1,0.0003816793893129771,0.03816793893129771
5or,3,1,0.0003816793893129771,0.03816793893129771
5orn,4,1,0.0003816793893129771,0.03816793893129771
1rnt,4,1,0.0003816793893129771,0.03816793893129771
sonr,4,1,0.0003816793893129771,0.03816793893129771
1qta,4,1,0.0003816793893129771,0.03816793893129771
qtao,4,1,0.0003816793893129771,0.03816793893129771
rnst,4,1,0.0003816793893129771,0.03816793893129771
12n,3,1,0.0003816793893129771,0.03816793893129771
ot3t,4,1,0.0003816793893129771,0.03816793893129771
t3tt,4,1,0.0003816793893129771,0.03816793893129771
rnts,4,1,0.0003816793893129771,0.03816793893129771
tnos,4,1,0.0003816793893129771,0.03816793893129771
3rnq,4,1,0.0003816793893129771,0.03816793893129771
1rnq,4,1,0.0003816793893129771,0.03816793893129771
